,0,1,2,3
0,0.3065889855443635,0.013134347248353074,0.253709820828988,0.48767052976122494
1,0.39875841217838465,0.06816920523489284,0.5140180093048379,0.5000914920348419
2,0.2938741893313009,0.010586673952516407,0.12450690023040785,0.4919077109086274
3,0.4336344627911604,0.8483287224613647,0.5038368516381181,0.4945048430459915
4,0.4556325342282092,0.9669219598387534,0.5643192102742488,0.49346891676284343
5,0.37752905554892247,0.03338495984490127,0.39032493343608604,0.4953427380099576
6,0.3936972348889208,0.9551365413831859,0.43686192297602083,0.4886176281581271
7,0.2747041123881703,0.01399141486201395,0.16308424906597274,0.4794087204088429
8,0.3104329612164997,0.02297595446374842,0.17598136233395203,0.4866322526347974
9,0.4164179108206189,0.9219135421930038,0.5942747274135545,0.49370964092689795
10,0.43330012417573605,0.13199372806495063,0.3369846213530106,0.49830274923039664
11,0.43068694206484204,0.942110003167185,0.5483626722349672,0.4952908541804752
12,0.32195354880187677,0.01643861547567892,0.09287818441086436,0.4904967962242255
13,0.43121167213578687,0.8465268484245152,0.49016597164234366,0.49819201588820045
14,0.4591017836868796,0.9536784690771954,0.4616718467049251,0.49512272061204493
15,0.4350636593581194,0.981535830194371,0.6315958144986176,0.5008519427303992
16,0.48939839238543187,0.9802504046014247,0.5662026704120607,0.5013243118591914
17,0.38682012207724426,0.9480892640870123,0.38843920604720134,0.49907956792462277
18,0.2743640559604525,0.016953327178733005,0.13631657150502857,0.48396140098386137
19,0.32370467825032095,0.029098748663213294,0.17064092240213521,0.49236472336621206
20,0.41515176273378507,0.4607185189284996,0.5081655455895852,0.49728714912151606
21,0.36185655697642666,0.9462029808373825,0.7035166179305559,0.4859360843456237
22,0.3697984133143094,0.04815058821362377,0.2690381768785776,0.49411521046218915
23,0.32716120444997443,0.02559277069691983,0.19783387725800658,0.4889410322686948
24,0.28191177435692777,0.027503167133690762,0.1866432555799696,0.48998215710792764
25,0.3765984953100326,0.019835748886225236,0.1689896981155695,0.4905128882490869
26,0.4048986229457784,0.040828995423022034,0.41911500399413687,0.49497241815792303
27,0.3346876866228778,0.06523656507003343,0.544648804017175,0.495306173016537
28,0.4332833790528599,0.9612539027306178,0.8226622960881559,0.498275304986023
29,0.355546746178519,0.017562406275827964,0.26305314932039237,0.49658271293280853
30,0.33772877756638736,0.024886953339263423,0.11087097948141592,0.490781845022547
31,0.40104174457666175,0.91297862149157,0.5686799374602745,0.4959148563230648
32,0.44741511765916847,0.9620283012103353,0.6411648597514614,0.49843585622182474
33,0.36762138679942974,0.03366782708893644,0.22627783410574,0.5001966141901389
