,0,1,2,3
0,0.23773932425964137,0.0001207236848968827,0.03391628847015914,0.4643034657478545
1,0.4801530571347282,0.9913448359080036,0.8775208850648439,0.49980326370167255
2,0.35014449815220283,0.0011796775747877513,0.12177311647753265,0.4998692905516234
3,0.5564993118331234,0.9979012536707971,0.8441584976529602,0.5009463490267193
4,0.5389119674677347,0.9941710598559745,0.7777340741766283,0.4965792470925821
5,0.2649565128533741,0.0011655826333859122,0.04674725060844998,0.46583303107050644
6,0.3543868772122861,0.004682380519196274,0.15129312401411932,0.49807448056470255
7,0.18406373154912622,0.0003707698646653333,0.039866197120755995,0.476195132422274
8,0.34247052874167905,0.0016760344935835975,0.17445393092268424,0.49063481610960824
9,0.5730919983218606,0.9987695782069909,0.897212924938888,0.5113621062712316
10,0.5548881611961544,0.9983005810424501,0.8985502773528214,0.5178672397085192
11,0.34372450409815164,0.0049140188503499485,0.27732396525041453,0.49923100291127503
12,0.48367234457792174,0.9963548534802161,0.7551714812795606,0.5041777731347694
13,0.27851610763838563,7.230381508826632e-05,0.14510840087379132,0.44751949513629663
14,0.4411060838943133,0.9949977479920382,0.543206216023772,0.4951211630178542
15,0.19677536485809544,0.0007085284095647958,0.16566449056928792,0.4813370161194087
16,0.2864921092306712,0.002341805470939785,0.06723441826353854,0.4819586054844676
17,0.20084717972625513,1.1523299917166827e-05,0.09293284458658821,0.4667282419757494
18,0.31122578236245163,0.0037884339564461756,0.19104778423363322,0.49161777056378214
19,0.27419658122324636,0.0017304211556635673,0.12681175862731128,0.4501694636272981
20,0.5255140347194098,0.9975203225708816,0.7872089035920532,0.50111126323486
21,0.5538344544406006,0.9976565730325789,0.8736724358308007,0.5141501605506944
22,0.30977434658942665,0.0015212707414613631,0.054587543160124645,0.4805271917251652
23,0.5175060774970847,0.9968557855938645,0.8568009271850255,0.4966026344741779
24,0.2889157638621564,0.0015620028125406375,0.06991283729899,0.4851953043910005
25,0.4445132377286587,0.9949589275124155,0.8206697011670736,0.4923693655658041
26,0.2867338695820868,0.0011868762851019604,0.06844925062789625,0.48384391588994324
27,0.3408131386947207,0.9943007961306961,0.6461935425663478,0.4912778936088252
28,0.4827920325374967,0.9985847670706475,0.8559098945931707,0.501956012735904
29,0.24803804264619644,0.00013564496152897353,0.12703415695956197,0.4466240225582362
30,0.5509698564554992,0.99942558602437,0.8891041645962493,0.5041296552051854
31,0.33349203314403836,0.0052056141370574885,0.15903853637804663,0.49813862597143255
32,0.45485090968222247,0.0027779777000460407,0.35646027693588417,0.4625597708746921
33,0.33591438367785,0.0010919449451960335,0.14635343423311264,0.5012443445318274
34,0.3196170144652952,0.0020013413271057707,0.12519355700968293,0.4955184383947469
35,0.3704365744390274,0.006466138214005934,0.18498233714223056,0.5072330768446781
36,0.27788480131601334,0.00254646754762914,0.1533312321725723,0.4904657553157843
37,0.28440627795685697,0.0024669768756220814,0.04273045964044158,0.4877216019902276
38,0.3826229856752555,0.9960348388120233,0.6235380492820302,0.4884733116515223
39,0.22271870949950578,0.00022873646847689535,0.09272368345294711,0.4885540937147758
40,0.24658598058268852,0.0005973507913681885,0.07884648000647872,0.4916722512669562
41,0.3827974933169685,0.00930100800095509,0.2360826089615936,0.49679684817459374
42,0.1903859898038986,0.00022749880558372464,0.09854136691776905,0.4320367208214257
43,0.6169934175486751,0.998992122378644,0.929229519633491,0.517674600635725
44,0.2856337572994526,1.3644104083248893e-05,0.042635921337812605,0.4888891761393257
45,0.45153840515985366,0.9950536565684223,0.7536210461296319,0.4893819427539588
46,0.32577107699774666,0.9927569819727728,0.5148432305388971,0.48470555995090747
47,0.2841247006359347,0.0026048166197942873,0.14651966966591462,0.48530021045221644
48,0.28290174167634885,0.003265934123403634,0.19054393908612272,0.48314905366979194
49,0.5271147742611674,0.9983461483822895,0.7273158962322988,0.5034179249845147
50,0.22856332243094132,0.0001124474484347288,0.04033234396777879,0.4653233467014043
51,0.27151264993206436,0.001001595327093453,0.050066882842951195,0.4876817043093995
52,0.45552047658988565,0.9956711500145092,0.7693846314807928,0.4952109386943024
53,0.38185624608498164,0.005866860648044131,0.17800987715842945,0.4913352782866808
54,0.4578812909128341,0.997727089743215,0.6682384272095377,0.4949704099209204
55,0.2743741827109785,0.0008667827269988988,0.03910042055907697,0.48426576656458953
56,0.3740865505139338,0.006333592086097876,0.19403505108387842,0.49758374172874353
57,0.48078453321425,0.9996356724019658,0.9358296396792597,0.501500796360971
58,0.2321807861372024,7.857232539278773e-05,0.10191729356185196,0.44060450005014357
59,0.42216160172364714,0.9936447975209965,0.6026642352564857,0.49556245120203546
60,0.21565331683605934,0.00019691135224398165,0.044637049989341544,0.47397383760218437
61,0.30876396596048206,0.0026105307023312546,0.20581850681965402,0.4875139344383085
62,0.22574819485227335,6.103290817966142e-05,0.09811533836120968,0.47874876427413143
63,0.4455199363704921,0.9940173900679575,0.7589880460463426,0.4907425065851962
64,0.21581902314981855,0.00017574689707555447,0.05290192980212779,0.4772390514792224
65,0.31842512062994144,0.00419573411079848,0.1642393604067562,0.4891464135436592
